24.775699, 67.071310
24.883088, 67.100799
24.904835, 67.151412
24.882122, 67.192434
24.908459, 67.098136
24.962566, 67.135695
24.901211, 67.178049
24.858679, 67.012628
24.889584, 67.001996
24.929322, 67.114444
24.968099, 67.064391
24.939830, 66.993698
24.882109, 67.180095
24.939450, 67.195148
24.951928, 67.166762
25.013542, 67.121625
24.991296, 66.993230
24.908984, 67.094277
24.905206, 67.106590
24.926959, 67.052766
24.935865, 67.047149
24.940504, 67.048992
24.941479, 67.038617
24.930749, 67.041913
24.795699, 67.071310
24.993088, 67.100799
24.954835, 67.151412
24.928459, 67.098136
24.952566, 67.135695
24.901211, 67.178049
24.858679, 67.012628
24.989584, 67.001996
24.939322, 67.114444
24.978099, 67.064391
24.929830, 66.993698
24.958984, 67.094277
24.925206, 67.106590
24.886959, 67.052766
24.785865, 67.047149
24.820504, 67.048992
24.939416, 66.987592
24.835674, 67.033639
24.831913, 67.025471
24.840227, 67.124054
24.834809, 67.103778